-0.14731226,0.03683029,-0.02795935,0.04987321,0.00240022,-0.11259825,0.05986985,-0.03658589,0.01982855,-0.06432596,0.02652824,-0.06150464,-0.01219872,0.01950870,-0.01309454,0.05986593,-0.06113490,0.01747830,-0.03555315,0.04186779,-0.09169903,0.04960612,-0.02773385,0.02021398,-0.03184458,0.03647837,-0.04827043,-0.08058250,0.05995307,0.01357513,-0.07936787,-0.04275081,0.15001478,-0.02551197,0.02695629,-0.05609660,0.01538192,-0.00839514,0.02834610,-0.08129924,0.01522868,-0.08726438,0.01256787,-0.04748827,0.09413568,-0.10960107,0.09480017,-0.06930934,0.00568904,0.04569955,0.00000000
-0.12304664,0.00327784,-0.02286009,0.02871125,0.04118643,-0.03630648,0.04192008,-0.03522964,-0.01814453,-0.01909910,-0.00614982,-0.04574893,-0.05923666,-0.00355967,-0.03241645,-0.00156820,-0.00906610,-0.03380233,-0.04387542,0.00204475,0.04231416,0.01981169,0.02223360,0.02407294,-0.03572881,-0.02394775,0.01259483,-0.00767534,0.02182712,-0.04480954,0.04529646,-0.02229139,-0.05203745,0.00597700,-0.00736023,0.04261360,0.01517798,-0.05777353,-0.00581863,0.05596542,-0.03980209,0.00481647,0.00892976,0.02330591,0.02072244,-0.00750319,0.05298447,-0.00751719,-0.00881247,0.03968143,0.00000000
-0.04465829,0.00578511,-0.00498368,0.01490797,-0.00344315,-0.03913803,0.00562650,-0.01152479,0.01922675,-0.01526899,0.01245150,-0.01593437,0.00046750,0.01172277,0.00200222,0.01340890,-0.01194850,-0.01225616,0.00451098,0.00969350,-0.01493710,0.00744440,0.01064519,-0.02616214,0.00308725,0.00359064,0.00317161,0.00181088,-0.02371740,-0.00172478,0.00747088,-0.02757582,0.03489504,-0.03266971,-0.02522031,-0.01617573,0.00873314,0.01520950,0.01258399,0.01986234,0.00997794,0.00897729,0.00865308,-0.00506205,0.01224412,0.03393437,-0.03627449,0.00088225,-0.03396770,-0.02013517,0.00000000
-0.19700985,-0.00683779,-0.02278519,0.08814881,0.00849591,-0.13791399,0.08459521,-0.07476962,0.01561313,0.00073912,0.00971486,-0.10917612,-0.01185575,-0.00933054,0.07553393,0.18852166,-0.21907108,-0.03568482,-0.37497952,-0.00310089,-0.22101904,-0.02565453,0.14405387,0.11823021,-0.02978118,-0.06290191,-0.08229590,0.00300786,-0.08179325,0.03679747,-0.05735479,0.14642964,-0.01158128,0.07928220,0.09427263,-0.03806863,-0.06386676,0.02947739,-0.03211398,-0.02944241,0.03783132,0.01507279,0.01497092,0.00446486,-0.03998550,0.07257942,-0.02508065,0.06551998,-0.00227677,0.01870764,0.00000000
-0.03571236,-0.01228905,0.00971994,0.01641597,-0.00528139,0.00799780,0.01938082,0.01008766,-0.00203842,0.00035105,0.01083378,-0.01153938,-0.01853737,0.00970365,-0.00889221,0.00345761,-0.00483245,0.01347140,-0.00386475,-0.00390485,-0.00427051,0.00685458,-0.00429568,-0.00514604,0.00626623,-0.01118823,0.01756708,-0.00670013,0.00363787,-0.00314646,0.02465751,-0.01122745,0.00668776,-0.00040033,0.01378965,-0.00905584,-0.00387882,0.00515754,0.00754418,-0.01137631,-0.00122497,0.00438607,-0.01218535,-0.00915178,0.00788595,-0.00023402,0.01096484,-0.00061441,-0.01519777,-0.01591424,0.00000000
-0.12328932,-0.00886514,-0.02785842,0.02100627,0.00366994,-0.08543483,0.03690527,-0.02499252,0.01961266,-0.00347425,0.02991937,-0.02932538,-0.03533417,-0.00452068,-0.01300646,0.06341682,-0.04582797,-0.03818197,0.02757487,-0.00527054,-0.06936675,0.02725734,-0.01371105,-0.04179441,0.04522822,-0.01998323,-0.05666815,0.00542838,-0.08955553,-0.05301688,-0.08656516,-0.17386873,0.05382996,-0.11184248,-0.07478663,-0.04855563,0.05618258,0.01421726,0.07387760,0.00000214,-0.00301508,0.09871181,-0.01819917,-0.10509940,0.04371446,0.04014985,-0.17077605,0.05546923,-0.08290552,-0.04265890,0.00000000
-0.09640494,0.05080804,-0.07384646,0.02954634,0.03634097,-0.01803014,0.01193345,-0.02627454,-0.00204723,-0.02645055,0.01377308,-0.00851488,0.01476417,-0.00834398,0.00726667,0.05006743,-0.05035460,-0.00534275,-0.01705708,0.00525678,-0.05204410,0.00546648,0.03373790,0.02173855,-0.02582087,0.02284083,-0.02543823,-0.02875658,0.03044831,-0.00271019,-0.04210809,-0.01239386,0.00315368,-0.00972238,-0.01999130,-0.00534073,-0.01599746,-0.00451633,0.00743608,-0.04994432,0.02385790,-0.02939124,0.03155740,0.00689797,0.01992873,0.00322136,0.06558469,-0.01365921,-0.00341002,-0.00345620,0.00000000
-0.10095230,0.05616877,-0.09440022,0.03178289,0.07049105,-0.11320482,0.01930595,-0.06613128,0.02893024,-0.07519043,-0.02500565,-0.09146679,-0.05844882,0.00566937,-0.14968883,-0.03619674,0.02230603,-0.01285883,0.07167877,-0.03249086,0.00393118,-0.00859364,-0.03854053,-0.01283248,-0.04482968,-0.01096261,0.05111168,-0.06030605,0.09024040,0.00039705,0.00191713,-0.00807674,-0.05815019,0.00294158,-0.04703795,0.09566377,-0.05531108,-0.03702826,-0.04246924,0.05995219,-0.03539938,0.10075885,-0.04050309,-0.08201815,-0.01886083,0.06745422,0.01253541,0.00687300,0.06775714,-0.01244934,0.00000000
-0.16455853,0.16837013,-0.18361125,0.02620887,0.13601556,-0.02710245,0.03161926,-0.07312474,0.08130439,-0.00513770,-0.01035147,0.02899215,0.07028768,0.07463486,0.05454076,-0.02053417,0.03394615,0.02021463,0.02567523,0.00046878,0.02154318,0.00067129,-0.03916251,-0.00640561,0.02043477,0.04905851,-0.01886619,-0.06202100,0.01256726,-0.02767349,0.04731002,-0.00140479,0.05254577,-0.01113858,0.01608211,-0.06117284,-0.05026628,0.04721157,0.00348153,0.01169621,-0.06034110,0.01351708,0.01806582,-0.03454771,0.01811388,-0.09529502,0.07642202,-0.01085983,-0.00280567,0.12593752,0.00000000
-0.13757539,0.07669571,-0.02469815,-0.03108213,-0.18647514,0.01155625,-0.01897187,-0.07869507,0.11519379,0.03469857,-0.05404514,-0.04858393,0.00090502,0.03112565,0.00542375,0.01898780,-0.02985380,0.03768411,-0.03889496,-0.04671986,0.00516896,0.00635814,0.03116031,0.05731037,-0.03759034,-0.01819278,0.01685698,-0.02514409,0.00411843,0.02736637,-0.05082063,-0.00284360,0.01587247,-0.00622350,0.00349070,-0.01119628,-0.00260829,-0.00890185,-0.00630789,0.00044200,-0.01436847,-0.04254795,-0.00525120,-0.04896263,-0.00309757,0.01848521,0.01160185,0.00242303,0.01966177,0.00647333,0.00000000
